Date,4380
2019-05-01,616097.9
2019-06-01,597504.7
2019-07-01,632387.4
2019-08-01,630350.6
2019-09-01,617872.2
2019-10-01,649406.5
2019-11-01,637702.5
2019-12-01,637097.0
2020-01-01,614755.4
2020-02-01,618483.3
2020-03-01,634855.9
2020-04-01,568334.2
2020-05-01,576786.2
2020-06-01,607603.3
2020-07-01,644135.2
2020-08-01,637263.0
2020-09-01,647925.3
2020-10-01,674238.7
2020-11-01,679808.0
2020-12-01,705408.8
2021-01-01,679854.5
2021-02-01,707123.3
2021-03-01,769692.3
2021-04-01,737775.9
2021-05-01,731489.9
2021-06-01,734373.0
2021-07-01,765734.4
2021-08-01,767715.6
2021-09-01,762401.0
2021-10-01,772736.4
2021-11-01,788201.3
2021-12-01,795044.4
2022-01-01,723882.7
2022-02-01,753403.2
2022-03-01,842242.2
2022-04-01,832275.1
2022-05-01,841791.5
2022-06-01,843414.9
2022-07-01,869202.7
2022-08-01,873976.6
2022-09-01,858002.7
2022-10-01,880582.1
2022-11-01,880776.5
2022-12-01,880126.6
2023-01-01,811674.8
2023-02-01,830011.1
2023-03-01,939332.1
2023-04-01,909847.4
2023-05-01,912433.3
2023-06-01,905299.2
2023-07-01,921466.3
2023-08-01,932487.7
2023-09-01,915491.4
2023-10-01,953404.4
2023-11-01,961615.3
2023-12-01,950281.7
2024-01-01,892100.5
2024-02-01,903047.8
2024-03-01,969684.4
2024-04-01,992913.0
2024-05-01,966020.8
2024-06-01,975824.9
2024-07-01,1018544.8
2024-08-01,1003879.7
2024-09-01,993511.5
2024-10-01,1045476.7
2024-11-01,1019286.2
2024-12-01,998960.4
2025-01-01,958442.9
2025-02-01,994362.4
2025-03-01,1071917.6
2025-04-01,1087044.2
2025-05-01,1062393.5
2025-06-01,1050907.3
2025-07-01,1094833.3
2025-08-01,1065879.7
2025-09-01,1074994.6
2025-10-01,1109994.4
2025-11-01,1085463.4
2025-12-01,1082332.3
2026-01-01,1023240.2
2026-02-01,1042240.3
2026-03-01,1153875.8
