Price,Close,High,Low,Open,Volume
Ticker,RENT3.SA,RENT3.SA,RENT3.SA,RENT3.SA,RENT3.SA
Date,,,,,
2005-05-23,0.7466587424278259,0.7589947381357547,0.7278301472489475,0.7473084317742895,266301160
2005-05-24,0.7460100054740906,0.7499056315603996,0.7271814026164067,0.7401664448164545,52191899
2005-05-25,0.7466587424278259,0.746658742427826,0.7401661429568762,0.746658742427826,6933797
2005-05-27,0.7466587424278259,0.746658742427826,0.7434128072767207,0.746658742427826,29496902
2005-05-30,0.7466587424278259,0.746658742427826,0.7369195596557806,0.7401661429568762,1789974
2005-05-31,0.7174420356750488,0.7453607768032553,0.7174420356750488,0.7453607768032553,34254467
2005-06-01,0.7466587424278259,0.746658742427826,0.7135462177641112,0.7141952589605844,22892836
2005-06-02,0.7466587424278259,0.7525022196835537,0.746658742427826,0.746658742427826,20829655
2005-06-03,0.7518530488014221,0.7518530488014221,0.7466586136381457,0.7466586136381457,8563616
2005-06-06,0.7453608512878418,0.7466589340138649,0.7304272286247073,0.7336738127588476,1968972
2005-06-07,0.7395176291465759,0.7447114207597868,0.7310772519169705,0.7343231893829125,1460242
2005-06-08,0.7531513571739197,0.7628905411911648,0.7427631318772182,0.7427631318772182,7169320
2005-06-09,0.7401666045188904,0.758346169837928,0.7375697899636541,0.758346169837928,5520659
2005-06-10,0.7563980221748352,0.7563980221748353,0.7466589181297568,0.7563980221748353,8017203
2005-06-13,0.7557491660118103,0.7563982075200533,0.7499056859491434,0.7563982075200533,1026880
2005-06-14,0.7596448659896851,0.7596448659896851,0.7479578249595616,0.7563982001419604,45898724
2005-06-15,0.7531513571739197,0.7583457938973069,0.7473085273211493,0.7531513571739197,2600174
2005-06-16,0.7538014650344849,0.7596449456529535,0.7531516942953497,0.7596449456529535,960933
2005-06-17,0.7576969861984253,0.76418950748222,0.7531515893532528,0.7609429227651862,24814704
2005-06-20,0.7557491660118103,0.7563982075200533,0.7557491660118103,0.7563982075200533,10080384
2005-06-21,0.7596448659896851,0.7596448659896851,0.7531516153130225,0.7531516153130225,3919102
2005-06-22,0.7752265930175781,0.7752265930175781,0.7628905948645326,0.7628905948645326,3994470
2005-06-23,0.7758763432502747,0.779772049437027,0.7661371588021565,0.7739284901568985,7150478
2005-06-24,0.7726296782493591,0.7791221971370551,0.7602936006952216,0.7661370783429089,6453330
2005-06-27,0.7791221737861633,0.7791221737861633,0.7726296550930531,0.7726296550930531,13848753
2005-06-28,0.7882126569747925,0.7921082833036168,0.7791225111261257,0.7823690959533756,34744354
2005-06-29,0.7856149077415466,0.7986006778546967,0.7843168249447529,0.7986006778546967,15959039
2005-06-30,0.8180789351463318,0.8180789351463318,0.7661371582520801,0.7661371582520801,6858430
2005-07-01,0.8343110084533691,0.8408036119109051,0.7921083973195975,0.805093523215871,20923864
2005-07-04,0.8375564217567444,0.8375564217567444,0.8304148621896222,0.8310639033786839,2072602
2005-07-05,0.8375564217567444,0.8375564217567444,0.8102874556789003,0.8375564217567444,7442527
2005-07-06,0.8310640454292297,0.8343106292481773,0.8180789254348646,0.8180789254348646,1092826
2005-07-07,0.8232726454734802,0.8336608702321316,0.8232726454734802,0.824571376115199,12294301
2005-07-08,0.8304151892662048,0.8343108152536628,0.8252206702015484,0.8343108152536628,37325687
2005-07-11,0.8602809309959412,0.8635275150479591,0.838855436906797,0.838855436906797,46567610
2005-07-12,0.8992376923561096,0.9083271078991284,0.8609307184158127,0.8635276132664699,60237365
2005-07-13,0.8894986510276794,0.9089762972943619,0.8830061292783818,0.9018346530001985,28422917
2005-07-14,0.8940426707267761,0.9024831211217231,0.886251342405993,0.9024831211217231,6104756
2005-07-15,0.8894986510276794,0.8927445878271685,0.8810582755310448,0.8927445878271685,10042701
2005-07-18,0.9148200154304504,0.9284548331701725,0.8888491114912322,0.8901479240502694,28262761
2005-07-19,0.9446858763694763,0.9479324595809162,0.9096255809345564,0.9167671403860134,26548154
2005-07-20,0.9407908320426941,0.9544256485167925,0.9349473508421953,0.9544256485167925,17777277
2005-07-21,0.9414395689964294,0.9570222345005642,0.9174172584846507,0.9570222345005642,33981260
2005-07-22,0.9219622015953064,0.934947327966644,0.9187156161819664,0.934947327966644,1187035
2005-07-25,0.9024834632873535,0.9154692314620047,0.8862516784175396,0.8959908627656946,15572781
2005-07-26,0.8959909677505493,0.9024835690329579,0.8830059272232749,0.8830059272232749,15921355
2005-07-27,0.8927440643310547,0.9024832463379925,0.889498129434949,0.9024832463379925,10476063
2005-07-28,0.8959909677505493,0.9037822999382452,0.8901474888644701,0.9037822999382452,5756182
2005-07-29,0.8959909677505493,0.8959909677505493,0.8862517822612366,0.8894984474869121,20810813
2005-08-01,0.8959909677505493,0.8959909677505493,0.8830059272232749,0.8862517822612366,11493523
2005-08-02,0.9414395689964294,0.9414395689964294,0.9076780722898722,0.9076780722898722,17475807
2005-08-03,0.9427381157875061,0.9739027088590289,0.9414393041347705,0.9576710064968997,16213404
2005-08-04,0.9414395689964294,0.951178755191208,0.9349470482625013,0.951178755191208,22468895
2005-08-05,0.9609176516532898,0.9609176516532899,0.9479325330818861,0.9544250518582116,14018329
2005-08-08,0.9739031195640564,0.9803963703784603,0.9674105979187501,0.9732540780483762,12247196
2005-08-09,0.9641649723052979,1.0063675919003165,0.9544257816005786,1.0063675919003165,19463621
2005-08-10,0.9479332566261292,0.9739034325728573,0.9479332566261292,0.9674109088408789,21724642
2005-08-11,0.9518285393714905,0.9550743946909007,0.9349470616082447,0.9349470616082447,8441144
2005-08-12,0.9414395689964294,0.9544253396332811,0.9154694050419395,0.9187153413337946,19246940
2005-08-15,0.9479332566261292,0.9680606797344906,0.9446866706848813,0.9518289653104713,2995852
2005-08-16,0.9544251561164856,0.9745525660605178,0.9479326366309386,0.9576710917842124,17541754
2005-08-17,0.996627926826477,0.9966279268264772,0.960917928987739,0.9641645133879231,15553939
2005-08-18,1.0031204223632812,1.0258446473284486,0.9739028672472007,0.9739028672472007,6519277
2005-08-19,1.005717396736145,1.0148074601299315,0.9661123412596903,1.0063670862853735,30231734
2005-08-22,1.0187028646469116,1.0225984892045838,1.006366787729908,1.0225984892045838,3287901
2005-08-23,1.01285982131958,1.01285982131958,1.0005237391164663,1.01285982131958,2515385
2005-08-24,1.009612798690796,1.0128594633043557,1.007015904501231,1.0128594633043557,50938917
2005-08-25,1.035583734512329,1.0368825462535656,1.0187029897579731,1.0368825462535656,13867595
2005-08-26,1.035583734512329,1.0362327757985275,1.022598614794083,1.0362327757985275,18813578
2005-08-29,1.0420770645141602,1.0485696699333875,1.0323379538382613,1.0323379538382613,7263529
2005-08-30,1.0388303995132446,1.0544124147638545,1.0290912956518568,1.0544124147638545,9157134
2005-08-31,1.0518155097961426,1.0712938793629119,1.0518155097961426,1.0712938793629119,60812042
2005-09-01,1.0648006200790405,1.0648006200790405,1.0583080193301748,1.0648006200790405,6820746
2005-09-02,1.0712941884994507,1.0777867101659944,1.0518158133119309,1.0712941884994507,4785827
2005-09-05,1.081032633781433,1.0842792186503902,1.0712941754751688,1.0712941754751688,178997
2005-09-06,1.0712941884994507,1.084279231832538,1.0712941884994507,1.084279231832538,5661973
2005-09-08,1.0518155097961426,1.07778639915595,1.0518155097961426,1.07778639915595,4474937
2005-09-09,1.0583081245422363,1.0648007259365662,1.0518156041666793,1.0609050192661773,41065792
