Price,Close,High,Low,Open,Volume
Ticker,MGLU3.SA,MGLU3.SA,MGLU3.SA,MGLU3.SA,MGLU3.SA
Date,,,,,
2011-05-02,4.094326496124268,4.131660508146458,4.007212948709898,4.007212948709898,31433339
2011-05-03,4.05699348449707,4.15406272751889,4.032104131780368,4.106772616278631,3779860
2011-05-04,4.101794242858887,4.101794242858887,4.0619712006083715,4.0619712006083715,4400976
2011-05-05,4.076905727386475,4.084372362806099,4.061972030199061,4.084372362806099,3940079
2011-05-06,4.047037601470947,4.076905419941568,3.982324776422846,4.069438785085013,4341343
2011-05-09,4.007214546203613,4.0445489994573105,3.992280850171761,4.034593344218786,74954
2011-05-10,4.007214546203613,4.007214546203613,4.007214546203613,4.007214546203613,0
2011-05-11,4.081882953643799,4.10677230447077,4.044548927403343,4.044548927403343,700506
2011-05-12,4.0868611335754395,4.0868611335754395,4.032103542367582,4.03708200907059,826238
2011-05-13,4.06943941116333,4.081883662389411,4.0420606088820765,4.081883662389411,791033
2011-05-16,4.06943941116333,4.06943941116333,4.06943941116333,4.06943941116333,0
2011-05-17,4.007214546203613,4.019659648186934,3.987303235726565,4.007214546203613,621115
2011-05-18,3.932544708251953,4.014680230146969,3.925078075178605,3.9947689243860203,2499191
2011-05-19,3.940011739730835,3.9773461838768935,3.922589027552543,3.932544680362412,1589969
2011-05-20,3.967390298843384,3.979834544366299,3.860365438596681,3.9350338961701943,1180802
2011-05-23,3.9524571895599365,3.9524571895599365,3.8703216609557938,3.9225893757827395,982505
2011-05-24,3.900188446044922,3.9823235356161626,3.8603654110723205,3.969879290181975,3765132
2011-05-25,3.7832090854644775,3.895212457247925,3.7807196384524655,3.895212457247925,2084635
2011-05-26,3.9151229858398438,3.920101453060871,3.7782311253168124,3.7782311253168124,1326292
2011-05-27,3.932544708251953,3.957434479975186,3.8628547117406007,3.8802765713463914,1866939
2011-05-30,3.969879627227783,3.9773462603918186,3.882766064660459,3.882766064660459,523404
2011-05-31,3.9823248386383057,3.9823248386383057,3.895212107659585,3.9823248386383057,4039227
2011-06-01,4.032103061676025,4.04952577449306,3.927567637469907,3.9499675373523044,1578474
2011-06-02,4.081882953643799,4.10677230447077,3.9823246976396667,3.9823246976396667,1556561
2011-06-03,4.156551361083984,4.156551361083984,4.0321037563902715,4.0321037563902715,1455975
2011-06-06,4.156551361083984,4.186419604798861,4.096816579046701,4.124194949755769,1172180
2011-06-07,4.154062747955322,4.173974486035537,4.086861751098518,4.131662415669721,2128461
2011-06-08,4.126683235168457,4.151572578564114,4.089348367378978,4.149083558954948,1175773
2011-06-09,4.256110191345215,4.298422263289574,4.106772789694492,4.109262236689073,4055752
2011-06-10,4.2685546875,4.2685546875,4.136640449135061,4.218775560696053,1666486
2011-06-13,4.3058881759643555,4.420379684355191,4.2561090553670935,4.268554155277455,2960088
2011-06-14,4.261088848114014,4.3681137562224865,4.149085472143587,4.3307788712174835,2215755
2011-06-15,4.2038397789001465,4.256107905356507,4.161528156029864,4.256107905356507,1726478
2011-06-16,4.181440830230713,4.198863544767933,3.979835316163487,4.106771931828887,2155045
2011-06-17,4.106770992279053,4.166506182603873,3.9947685229964867,4.156550104375743,852103
2011-06-20,4.032103061676025,4.081882180246403,3.989791002747824,4.064459467429369,861443
2011-06-21,4.131661891937256,4.151573627493444,4.004724844234124,4.007214290820265,669253
2011-06-22,4.044548988342285,4.1515738806677955,4.042059967952461,4.071926933585955,1170384
2011-06-24,4.032103061676025,4.139127932110913,4.009702735445584,4.076904566832996,675360
2011-06-27,3.9823248386383057,4.099305814902409,3.9375241761027913,4.099305814902409,1055788
2011-06-28,4.042060375213623,4.042060375213623,3.9649024407474944,3.9848146058723524,1130150
2011-06-29,4.0868611335754395,4.0868611335754395,4.0022365792823855,4.032103542367582,1060818
2011-06-30,4.044548988342285,4.0744163803239095,3.9823247576410807,4.047037582383978,1911484
2011-07-01,4.032103061676025,4.056992407787193,3.957434596994481,4.054503387906467,2170492
2011-07-04,4.081882953643799,4.081882953643799,3.9873031646924355,4.017170129875925,904910
2011-07-05,4.173973083496094,4.198862854319934,4.094327010634249,4.106771256524145,4586341
2011-07-06,4.156551361083984,4.176463523560569,4.131662010684488,4.171485056593305,1727915
2011-07-07,4.081882953643799,4.2063305604749015,4.081882953643799,4.166507513882124,1231454
2011-07-08,4.05699348449707,4.081883263561929,3.9848144468882665,4.079393816672471,1917232
